Territory,Gender,Age Class,Duration of Unemployment,Quarter,Year,Unemployment Rate
Molise,females,20-64 ,total,4,2020,13.252562
Molise,females,20-64 ,total,1,2021,15.380571
Molise,females,20-64 ,total,2,2021,10.6667
Molise,females,20-64 ,total,3,2021,18.753872
Molise,females,20-64 ,total,4,2021,11.092606
Molise,females,20-64 ,total,1,2022,9.790651
Molise,females,20-64 ,total,2,2022,10.996898
Molise,females,20-64 ,total,3,2022,12.922873
Molise,females,20-64 ,total,4,2022,11.459938
Marche,males,20-64 ,total,2,2018,6.454531
Marche,males,20-64 ,total,1,2018,7.663385
Marche,males,20-64 ,total,4,2018,7.448532
Marche,males,20-64 ,total,3,2018,6.488882
Marche,males,20-64 ,total,1,2019,8.817771
Marche,males,20-64 ,total,2,2019,8.085213
Marche,males,20-64 ,total,4,2019,4.889163
Marche,males,20-64 ,total,3,2019,6.107614
Marche,males,20-64 ,total,2,2020,3.6138
Marche,males,20-64 ,total,1,2020,8.575664
Marche,males,20-64 ,total,3,2020,5.900856
Marche,males,20-64 ,total,4,2020,6.315242
Marche,males,20-64 ,total,1,2021,7.717838
Marche,males,20-64 ,total,2,2021,6.208945
Marche,males,20-64 ,total,3,2021,5.19307
Marche,males,20-64 ,total,4,2021,4.795463
Marche,males,20-64 ,total,1,2022,5.910199
Marche,males,20-64 ,total,2,2022,4.595236
Marche,males,20-64 ,total,3,2022,5.500423
Marche,males,20-64 ,total,4,2022,4.151341
Nord,females,20-64 ,total,1,2011,6.785389
Nord,females,20-64 ,total,2,2011,5.899742
Nord,females,20-64 ,total,4,2011,7.61688
Nord,females,20-64 ,total,3,2011,5.901988
Nord,females,20-64 ,total,2,2012,7.92282
Nord,females,20-64 ,total,1,2012,8.593826
Nord,females,20-64 ,total,4,2012,8.954488
Nord,females,20-64 ,total,3,2012,7.895666
Nord,females,20-64 ,total,1,2013,10.253084
Nord,females,20-64 ,total,2,2013,8.694071
Nord,females,20-64 ,total,4,2013,9.807023
Nord,females,20-64 ,total,3,2013,8.243824
Nord,females,20-64 ,total,2,2014,8.868647
Nord,females,20-64 ,total,1,2014,10.247988
Nord,females,20-64 ,total,4,2014,10.269739
Nord,females,20-64 ,total,3,2014,8.373859
Nord,females,20-64 ,total,1,2015,9.868903
Nord,females,20-64 ,total,2,2015,8.737227
Nord,females,20-64 ,total,4,2015,9.046788
Nord,females,20-64 ,total,3,2015,7.931159
Nord,females,20-64 ,total,2,2016,8.394122
Nord,females,20-64 ,total,1,2016,8.994267
Nord,females,20-64 ,total,4,2016,8.820002
Nord,females,20-64 ,total,3,2016,8.102354
Nord,females,20-64 ,total,1,2017,8.808493
Nord,females,20-64 ,total,2,2017,7.757362
Nord,females,20-64 ,total,4,2017,8.056953
Nord,females,20-64 ,total,3,2017,7.910169
Nord,females,20-64 ,total,2,2018,7.657436
Nord,females,20-64 ,total,1,2018,7.97007
Nord,females,20-64 ,total,4,2018,8.102027
Nord,females,20-64 ,total,3,2018,6.481451
Nord,females,20-64 ,total,1,2019,8.008761
Nord,females,20-64 ,total,2,2019,6.82231
Nord,females,20-64 ,total,4,2019,7.41011
Nord,females,20-64 ,total,3,2019,6.880366
Nord,females,20-64 ,total,2,2020,5.979731
Nord,females,20-64 ,total,1,2020,6.852081
Nord,females,20-64 ,total,3,2020,7.735412
Nord,females,20-64 ,total,4,2020,7.440597
Nord,females,20-64 ,total,1,2021,7.941495
Nord,females,20-64 ,total,2,2021,7.265245
Nord,females,20-64 ,total,3,2021,6.52651
Nord,females,20-64 ,total,4,2021,6.432125
Nord,females,20-64 ,total,1,2022,6.686117
Nord,females,20-64 ,total,2,2022,6.123741
Nord,females,20-64 ,total,3,2022,5.876452
Nord,females,20-64 ,total,4,2022,5.717488
Mezzogiorno,total,20-64 ,total,1,2011,13.850329
Mezzogiorno,total,20-64 ,total,2,2011,12.941736
Mezzogiorno,total,20-64 ,total,4,2011,14.564959
Mezzogiorno,total,20-64 ,total,3,2011,12.25579
Mezzogiorno,total,20-64 ,total,2,2012,16.798433
Mezzogiorno,total,20-64 ,total,1,2012,17.539212
Mezzogiorno,total,20-64 ,total,4,2012,18.21996
Mezzogiorno,total,20-64 ,total,3,2012,15.410503
Mezzogiorno,total,20-64 ,total,1,2013,19.968227
Mezzogiorno,total,20-64 ,total,2,2013,19.897172
Mezzogiorno,total,20-64 ,total,4,2013,20.173815
Mezzogiorno,total,20-64 ,total,3,2013,18.537202
Mezzogiorno,total,20-64 ,total,2,2014,20.166113
Mezzogiorno,total,20-64 ,total,1,2014,21.600326
Mezzogiorno,total,20-64 ,total,4,2014,21.031236
Mezzogiorno,total,20-64 ,total,3,2014,19.416953
Mezzogiorno,total,20-64 ,total,1,2015,20.277983
Mezzogiorno,total,20-64 ,total,2,2015,20.161238
Mezzogiorno,total,20-64 ,total,4,2015,19.070207
Mezzogiorno,total,20-64 ,total,3,2015,17.325029
Mezzogiorno,total,20-64 ,total,2,2016,19.180135
Mezzogiorno,total,20-64 ,total,1,2016,19.929334
Mezzogiorno,total,20-64 ,total,4,2016,20.07725
Mezzogiorno,total,20-64 ,total,3,2016,18.552313
Mezzogiorno,total,20-64 ,total,1,2017,20.924095
Mezzogiorno,total,20-64 ,total,2,2017,19.253419
Mezzogiorno,total,20-64 ,total,4,2017,19.145649
Mezzogiorno,total,20-64 ,total,3,2017,17.808783
Mezzogiorno,total,20-64 ,total,2,2018,18.258688
Mezzogiorno,total,20-64 ,total,1,2018,20.113798
Mezzogiorno,total,20-64 ,total,4,2018,18.16865
Mezzogiorno,total,20-64 ,total,3,2018,16.264303
Mezzogiorno,total,20-64 ,total,1,2019,19.200295
Mezzogiorno,total,20-64 ,total,2,2019,17.254872
Mezzogiorno,total,20-64 ,total,4,2019,17.178999
Mezzogiorno,total,20-64 ,total,3,2019,16.168101
Mezzogiorno,total,20-64 ,total,2,2020,14.286213
Mezzogiorno,total,20-64 ,total,1,2020,16.855185
Mezzogiorno,total,20-64 ,total,3,2020,16.88142
Mezzogiorno,total,20-64 ,total,4,2020,16.194882
Mezzogiorno,total,20-64 ,total,1,2021,17.838025
Mezzogiorno,total,20-64 ,total,2,2021,16.55617
Mezzogiorno,total,20-64 ,total,3,2021,15.233562
Mezzogiorno,total,20-64 ,total,4,2021,15.364097
Mezzogiorno,total,20-64 ,total,1,2022,15.217469
Mezzogiorno,total,20-64 ,total,2,2022,13.842143
Mezzogiorno,total,20-64 ,total,3,2022,13.57228
Mezzogiorno,total,20-64 ,total,4,2022,14.131431
Basilicata,total,20-64 ,total,2,2018,12.95065
Basilicata,total,20-64 ,total,1,2018,12.488704
Basilicata,total,20-64 ,total,4,2018,12.9382
Basilicata,total,20-64 ,total,3,2018,11.329734
Basilicata,total,20-64 ,total,1,2019,14.668823
Basilicata,total,20-64 ,total,2,2019,9.640908
Basilicata,total,20-64 ,total,4,2019,9.799174
Basilicata,total,20-64 ,total,3,2019,9.381861
Basilicata,total,20-64 ,total,2,2020,7.500518
Basilicata,total,20-64 ,total,1,2020,7.622472
Basilicata,total,20-64 ,total,3,2020,10.740351
Basilicata,total,20-64 ,total,4,2020,9.675007
Basilicata,total,20-64 ,total,1,2021,10.314147
Basilicata,total,20-64 ,total,2,2021,8.240153
Basilicata,total,20-64 ,total,3,2021,6.666368
Basilicata,total,20-64 ,total,4,2021,7.976066
Basilicata,total,20-64 ,total,1,2022,6.907714
Basilicata,total,20-64 ,total,2,2022,8.425619
Basilicata,total,20-64 ,total,3,2022,5.305092
Basilicata,total,20-64 ,total,4,2022,7.550044
Italy,males,20-64 ,total,1,2011,7.793895
Italy,males,20-64 ,total,2,2011,6.886651
Italy,males,20-64 ,total,4,2011,8.563172
Italy,males,20-64 ,total,3,2011,6.665534
Italy,males,20-64 ,total,2,2012,9.741353
Italy,males,20-64 ,total,1,2012,9.942039
Italy,males,20-64 ,total,4,2012,10.627779
Italy,males,20-64 ,total,3,2012,8.729531
Italy,males,20-64 ,total,1,2013,11.960497
Italy,males,20-64 ,total,2,2013,11.594649
Italy,males,20-64 ,total,4,2013,11.81152
Italy,males,20-64 ,total,3,2013,10.716672
Italy,males,20-64 ,total,2,2014,11.449901
Italy,males,20-64 ,total,1,2014,12.968496
Italy,males,20-64 ,total,4,2014,12.108907
Italy,males,20-64 ,total,3,2014,10.877717
Italy,males,20-64 ,total,1,2015,12.368327
Italy,males,20-64 ,total,2,2015,11.670114
Italy,males,20-64 ,total,4,2015,11.154451
Italy,males,20-64 ,total,3,2015,9.901308
Italy,males,20-64 ,total,2,2016,10.556622
Italy,males,20-64 ,total,1,2016,11.454997
Italy,males,20-64 ,total,4,2016,11.101143
Italy,males,20-64 ,total,3,2016,10.076156
Italy,males,20-64 ,total,1,2017,11.267112
Italy,males,20-64 ,total,2,2017,10.107333
Italy,males,20-64 ,total,4,2017,10.211764
Italy,males,20-64 ,total,3,2017,9.533306
Italy,males,20-64 ,total,2,2018,9.783235
Italy,males,20-64 ,total,1,2018,10.545158
Italy,males,20-64 ,total,4,2018,9.746959
Italy,males,20-64 ,total,3,2018,8.331251
Italy,males,20-64 ,total,1,2019,10.199441
Italy,males,20-64 ,total,2,2019,8.989043
Italy,males,20-64 ,total,4,2019,8.543473
Italy,males,20-64 ,total,3,2019,8.105351
Italy,males,20-64 ,total,2,2020,7.257688
Italy,males,20-64 ,total,1,2020,8.541728
Italy,males,20-64 ,total,3,2020,9.085384
Italy,males,20-64 ,total,4,2020,8.925227
Italy,males,20-64 ,total,1,2021,9.833587
Italy,males,20-64 ,total,2,2021,8.506345
Italy,males,20-64 ,total,3,2021,7.488324
Italy,males,20-64 ,total,4,2021,8.359394
Italy,males,20-64 ,total,1,2022,7.918975
Italy,males,20-64 ,total,2,2022,6.853023
Italy,males,20-64 ,total,3,2022,6.366274
Italy,males,20-64 ,total,4,2022,6.977309
Calabria,males,20-64 ,total,2,2018,20.072488
Calabria,males,20-64 ,total,1,2018,21.866746
Calabria,males,20-64 ,total,4,2018,20.085348
Calabria,males,20-64 ,total,3,2018,15.887704
Calabria,males,20-64 ,total,1,2019,23.500209
Calabria,males,20-64 ,total,2,2019,18.618468
Calabria,males,20-64 ,total,4,2019,19.770251
Calabria,males,20-64 ,total,3,2019,17.787409
Calabria,males,20-64 ,total,2,2020,17.330755
Calabria,males,20-64 ,total,1,2020,19.704705
Calabria,males,20-64 ,total,3,2020,21.235404
Calabria,males,20-64 ,total,4,2020,16.23181
Calabria,males,20-64 ,total,1,2021,18.44196
Calabria,males,20-64 ,total,2,2021,17.337493
Calabria,males,20-64 ,total,3,2021,11.977529
Calabria,males,20-64 ,total,4,2021,18.199285
Calabria,males,20-64 ,total,1,2022,14.229079
Calabria,males,20-64 ,total,2,2022,13.946478
Calabria,males,20-64 ,total,3,2022,10.664172
Calabria,males,20-64 ,total,4,2022,15.252882
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,2,2018,6.920049
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,1,2018,6.917663
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,4,2018,8.333479
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,3,2018,6.02711
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,1,2019,6.798348
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,2,2019,6.754092
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,4,2019,6.112872
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,3,2019,5.730093
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,2,2020,5.47515
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,1,2020,5.222511
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,3,2020,5.539656
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,4,2020,6.525524
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,1,2021,10.325529
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,2,2021,6.770623
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,3,2021,5.963531
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,4,2021,5.845229
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,1,2022,6.070164
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,2,2022,5.962792
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,3,2022,5.101715
Valle d'Aosta / Vallée d'Aoste,total,20-64 ,total,4,2022,3.558063
Piemonte,total,20-64 ,total,2,2018,8.7952
Piemonte,total,20-64 ,total,1,2018,8.114274
Piemonte,total,20-64 ,total,4,2018,7.926395
Piemonte,total,20-64 ,total,3,2018,6.981435
Piemonte,total,20-64 ,total,1,2019,8.294671
Piemonte,total,20-64 ,total,2,2019,7.056658
Piemonte,total,20-64 ,total,4,2019,7.152188
Piemonte,total,20-64 ,total,3,2019,7.677782
Piemonte,total,20-64 ,total,2,2020,7.214882
Piemonte,total,20-64 ,total,1,2020,7.244214
Piemonte,total,20-64 ,total,3,2020,8.253514
Piemonte,total,20-64 ,total,4,2020,7.526914
Piemonte,total,20-64 ,total,1,2021,8.214321
Piemonte,total,20-64 ,total,2,2021,7.404007
Piemonte,total,20-64 ,total,3,2021,6.674467
Piemonte,total,20-64 ,total,4,2021,6.876477
Piemonte,total,20-64 ,total,1,2022,6.713058
Piemonte,total,20-64 ,total,2,2022,6.180544
Piemonte,total,20-64 ,total,3,2022,5.733653
Piemonte,total,20-64 ,total,4,2022,6.683768
Puglia,males,20-64 ,total,2,2018,13.633409
Puglia,males,20-64 ,total,1,2018,17.471803
Puglia,males,20-64 ,total,4,2018,13.965633
Puglia,males,20-64 ,total,3,2018,11.292587
Puglia,males,20-64 ,total,1,2019,15.286589
Puglia,males,20-64 ,total,2,2019,12.525251
Puglia,males,20-64 ,total,4,2019,12.657627
Puglia,males,20-64 ,total,3,2019,12.355256
Puglia,males,20-64 ,total,2,2020,10.885728
Puglia,males,20-64 ,total,1,2020,14.03471
Puglia,males,20-64 ,total,3,2020,10.747493
Puglia,males,20-64 ,total,4,2020,13.790437
Puglia,males,20-64 ,total,1,2021,15.666384
Puglia,males,20-64 ,total,2,2021,12.004369
Puglia,males,20-64 ,total,3,2021,11.287985
Puglia,males,20-64 ,total,4,2021,11.911238
Puglia,males,20-64 ,total,1,2022,11.379764
Puglia,males,20-64 ,total,2,2022,8.956379
Puglia,males,20-64 ,total,3,2022,8.592755
Puglia,males,20-64 ,total,4,2022,11.047649
Provincia Autonoma Trento,females,20-64 ,total,2,2018,5.603424
Provincia Autonoma Trento,females,20-64 ,total,1,2018,5.004467
Provincia Autonoma Trento,females,20-64 ,total,4,2018,6.248367
Provincia Autonoma Trento,females,20-64 ,total,3,2018,3.691846
Provincia Autonoma Trento,females,20-64 ,total,1,2019,6.812994
Provincia Autonoma Trento,females,20-64 ,total,2,2019,6.279178
Provincia Autonoma Trento,females,20-64 ,total,4,2019,5.098743
Provincia Autonoma Trento,females,20-64 ,total,3,2019,5.512719
Provincia Autonoma Trento,females,20-64 ,total,2,2020,6.242842
Provincia Autonoma Trento,females,20-64 ,total,1,2020,4.413156
Provincia Autonoma Trento,females,20-64 ,total,3,2020,7.226533
Provincia Autonoma Trento,females,20-64 ,total,4,2020,5.119137
Provincia Autonoma Trento,females,20-64 ,total,1,2021,4.254206
Provincia Autonoma Trento,females,20-64 ,total,2,2021,7.838139
Provincia Autonoma Trento,females,20-64 ,total,3,2021,4.798301
Provincia Autonoma Trento,females,20-64 ,total,4,2021,4.001252
Provincia Autonoma Trento,females,20-64 ,total,1,2022,4.192068
Provincia Autonoma Trento,females,20-64 ,total,2,2022,5.365414
Provincia Autonoma Trento,females,20-64 ,total,3,2022,5.101083
Provincia Autonoma Trento,females,20-64 ,total,4,2022,3.932712
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,2,2018,2.925866
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,1,2018,3.076532
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,4,2018,2.457868
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,3,2018,2.029659
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,1,2019,2.856448
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,2,2019,2.899799
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,4,2019,1.658339
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,3,2019,2.474546
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,2,2020,2.616594
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,1,2020,3.11538
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,3,2020,2.303568
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,4,2020,3.228148
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,1,2021,5.293148
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,2,2021,1.8648
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,3,2021,3.274084
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,4,2021,2.012234
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,1,2022,2.091461
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,2,2022,1.439012
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,3,2022,0.943618
Provincia Autonoma Bolzano / Bozen,males,20-64 ,total,4,2022,1.667015
Liguria,males,20-64 ,total,2,2018,8.563274
Liguria,males,20-64 ,total,1,2018,9.00875
Liguria,males,20-64 ,total,4,2018,7.340107
Liguria,males,20-64 ,total,3,2018,6.535635
Liguria,males,20-64 ,total,1,2019,8.754491
Liguria,males,20-64 ,total,2,2019,6.874149
Liguria,males,20-64 ,total,4,2019,7.431826
Liguria,males,20-64 ,total,3,2019,6.067918
Liguria,males,20-64 ,total,2,2020,6.203686
Liguria,males,20-64 ,total,1,2020,8.198089
Liguria,males,20-64 ,total,3,2020,6.697324
Liguria,males,20-64 ,total,4,2020,7.982805
Liguria,males,20-64 ,total,1,2021,7.348769
Liguria,males,20-64 ,total,2,2021,6.355983
Liguria,males,20-64 ,total,3,2021,4.472323
Liguria,males,20-64 ,total,4,2021,8.191816
Liguria,males,20-64 ,total,1,2022,7.513248
Liguria,males,20-64 ,total,2,2022,5.468489
Liguria,males,20-64 ,total,3,2022,5.369607
Liguria,males,20-64 ,total,4,2022,4.004854
Centro (I),males,20-64 ,12 months and over,2,2018,5.278571
Centro (I),males,20-64 ,12 months and over,1,2018,4.430469
Centro (I),males,20-64 ,12 months and over,4,2018,4.767444
Centro (I),males,20-64 ,12 months and over,3,2018,4.094053
Centro (I),males,20-64 ,12 months and over,1,2019,4.934922
Centro (I),males,20-64 ,12 months and over,2,2019,4.414195
Centro (I),males,20-64 ,12 months and over,4,2019,3.878128
Centro (I),males,20-64 ,12 months and over,3,2019,3.705568
Centro (I),males,20-64 ,12 months and over,2,2020,2.45489
Centro (I),males,20-64 ,12 months and over,1,2020,3.868718
Centro (I),males,20-64 ,12 months and over,3,2020,4.029882
Centro (I),males,20-64 ,12 months and over,4,2020,4.110249
Centro (I),males,20-64 ,12 months and over,1,2021,4.511928
Centro (I),males,20-64 ,12 months and over,2,2021,4.240424
Centro (I),males,20-64 ,12 months and over,3,2021,4.047362
Centro (I),males,20-64 ,12 months and over,4,2021,4.398421
Centro (I),males,20-64 ,12 months and over,1,2022,3.707677
Centro (I),males,20-64 ,12 months and over,2,2022,2.759808
Centro (I),males,20-64 ,12 months and over,3,2022,3.053744
Centro (I),males,20-64 ,12 months and over,4,2022,2.844089
Nord-ovest,females,15-64 ,12 months and over,2,2018,4.809294
Nord-ovest,females,15-64 ,12 months and over,1,2018,4.807315
Nord-ovest,females,15-64 ,12 months and over,4,2018,4.238612
Nord-ovest,females,15-64 ,12 months and over,3,2018,3.505352
Nord-ovest,females,15-64 ,12 months and over,1,2019,4.355783
Nord-ovest,females,15-64 ,12 months and over,2,2019,3.651083
Nord-ovest,females,15-64 ,12 months and over,4,2019,4.636121
Nord-ovest,females,15-64 ,12 months and over,3,2019,3.700851
Nord-ovest,females,15-64 ,12 months and over,2,2020,2.817695
Nord-ovest,females,15-64 ,12 months and over,1,2020,3.501381
Nord-ovest,females,15-64 ,12 months and over,3,2020,3.518179
Nord-ovest,females,15-64 ,12 months and over,4,2020,3.555025
Nord-ovest,females,15-64 ,12 months and over,1,2021,4.393934
Nord-ovest,females,15-64 ,12 months and over,2,2021,3.903242
Nord-ovest,females,15-64 ,12 months and over,3,2021,3.272586
Nord-ovest,females,15-64 ,12 months and over,4,2021,3.738934
Nord-ovest,females,15-64 ,12 months and over,1,2022,3.778039
Nord-ovest,females,15-64 ,12 months and over,2,2022,3.558866
Nord-ovest,females,15-64 ,12 months and over,3,2022,2.939486
Nord-ovest,females,15-64 ,12 months and over,4,2022,2.822759
Centro (I),males,15-64 ,12 months and over,2,2018,5.347958
Centro (I),males,15-64 ,12 months and over,1,2018,4.509674
Centro (I),males,15-64 ,12 months and over,4,2018,4.803182
Centro (I),males,15-64 ,12 months and over,3,2018,4.14157
Centro (I),males,15-64 ,12 months and over,1,2019,4.957164
Centro (I),males,15-64 ,12 months and over,2,2019,4.438372
Centro (I),males,15-64 ,12 months and over,4,2019,3.866909
Centro (I),males,15-64 ,12 months and over,3,2019,3.710688
Centro (I),males,15-64 ,12 months and over,2,2020,2.524304
Centro (I),males,15-64 ,12 months and over,1,2020,3.938213
Centro (I),males,15-64 ,12 months and over,3,2020,4.113257
Centro (I),males,15-64 ,12 months and over,4,2020,4.198118
Centro (I),males,15-64 ,12 months and over,1,2021,4.698256
Centro (I),males,15-64 ,12 months and over,2,2021,4.324788
Centro (I),males,15-64 ,12 months and over,3,2021,4.07791
Centro (I),males,15-64 ,12 months and over,4,2021,4.468889
Centro (I),males,15-64 ,12 months and over,1,2022,3.733369
Centro (I),males,15-64 ,12 months and over,2,2022,2.763681
Centro (I),males,15-64 ,12 months and over,3,2022,3.051273
Centro (I),males,15-64 ,12 months and over,4,2022,2.840086
Sardegna,total,20-64 ,total,2,2018,15.799993
Sardegna,total,20-64 ,total,1,2018,17.939402
Sardegna,total,20-64 ,total,4,2018,17.1806
Sardegna,total,20-64 ,total,3,2018,11.402796
Sardegna,total,20-64 ,total,1,2019,17.10967
Sardegna,total,20-64 ,total,2,2019,14.83927
Sardegna,total,20-64 ,total,4,2019,15.292208
Sardegna,total,20-64 ,total,3,2019,12.761713
Sardegna,total,20-64 ,total,2,2020,10.398838
Sardegna,total,20-64 ,total,1,2020,13.351468
Sardegna,total,20-64 ,total,3,2020,13.512826
Sardegna,total,20-64 ,total,4,2020,15.700616
Sardegna,total,20-64 ,total,1,2021,17.602685
Sardegna,total,20-64 ,total,2,2021,14.413666
Sardegna,total,20-64 ,total,3,2021,10.673232
Sardegna,total,20-64 ,total,4,2021,11.657483
Sardegna,total,20-64 ,total,1,2022,13.193896
Sardegna,total,20-64 ,total,2,2022,11.739391
Sardegna,total,20-64 ,total,3,2022,9.627214
Sardegna,total,20-64 ,total,4,2022,11.818878
Sicilia,females,20-64 ,total,2,2018,23.197595
Sicilia,females,20-64 ,total,1,2018,25.273845
Sicilia,females,20-64 ,total,4,2018,24.817486
Sicilia,females,20-64 ,total,3,2018,22.191118
Sicilia,females,20-64 ,total,1,2019,25.410698
Sicilia,females,20-64 ,total,2,2019,20.360984
Sicilia,females,20-64 ,total,4,2019,23.365809
Sicilia,females,20-64 ,total,3,2019,20.723143
Sicilia,females,20-64 ,total,2,2020,17.378817
Sicilia,females,20-64 ,total,1,2020,22.524787
Sicilia,females,20-64 ,total,3,2020,23.032025
Sicilia,females,20-64 ,total,4,2020,20.544029
Sicilia,females,20-64 ,total,1,2021,21.243028
Sicilia,females,20-64 ,total,2,2021,23.304085
Sicilia,females,20-64 ,total,3,2021,21.555766
Sicilia,females,20-64 ,total,4,2021,17.844317
Sicilia,females,20-64 ,total,1,2022,20.325272
Sicilia,females,20-64 ,total,2,2022,18.588506
Sicilia,females,20-64 ,total,3,2022,20.637979
Sicilia,females,20-64 ,total,4,2022,15.459183
Lombardia,males,20-64 ,total,2,2018,5.315918
Lombardia,males,20-64 ,total,1,2018,5.698403
Lombardia,males,20-64 ,total,4,2018,4.761369
Lombardia,males,20-64 ,total,3,2018,4.218348
Lombardia,males,20-64 ,total,1,2019,5.161644
Lombardia,males,20-64 ,total,2,2019,4.47192
Lombardia,males,20-64 ,total,4,2019,4.18595
Lombardia,males,20-64 ,total,3,2019,4.270791
Lombardia,males,20-64 ,total,2,2020,3.391802
Lombardia,males,20-64 ,total,1,2020,4.035494
Lombardia,males,20-64 ,total,3,2020,5.188978
Lombardia,males,20-64 ,total,4,2020,4.86311
Lombardia,males,20-64 ,total,1,2021,5.76235
Lombardia,males,20-64 ,total,2,2021,5.544298
Lombardia,males,20-64 ,total,3,2021,4.70933
Lombardia,males,20-64 ,total,4,2021,4.971549
Lombardia,males,20-64 ,total,1,2022,4.414794
Lombardia,males,20-64 ,total,2,2022,3.8468
Lombardia,males,20-64 ,total,3,2022,3.148459
Lombardia,males,20-64 ,total,4,2022,3.168273
Nord-est,females,20-64 ,12 months and over,2,2018,3.312282
Nord-est,females,20-64 ,12 months and over,1,2018,3.489227
Nord-est,females,20-64 ,12 months and over,4,2018,3.27547
Nord-est,females,20-64 ,12 months and over,3,2018,2.937448
Nord-est,females,20-64 ,12 months and over,1,2019,2.731717
Nord-est,females,20-64 ,12 months and over,2,2019,3.298067
Nord-est,females,20-64 ,12 months and over,4,2019,2.818533
Nord-est,females,20-64 ,12 months and over,3,2019,2.638387
Nord-est,females,20-64 ,12 months and over,2,2020,1.671994
Nord-est,females,20-64 ,12 months and over,1,2020,2.54998
Nord-est,females,20-64 ,12 months and over,3,2020,2.95073
Nord-est,females,20-64 ,12 months and over,4,2020,2.900408
Nord-est,females,20-64 ,12 months and over,1,2021,2.678755
Nord-est,females,20-64 ,12 months and over,2,2021,2.978344
Nord-est,females,20-64 ,12 months and over,3,2021,2.762947
Nord-est,females,20-64 ,12 months and over,4,2021,3.064528
Nord-est,females,20-64 ,12 months and over,1,2022,3.177137
Nord-est,females,20-64 ,12 months and over,2,2022,2.514974
Nord-est,females,20-64 ,12 months and over,3,2022,2.310109
Nord-est,females,20-64 ,12 months and over,4,2022,2.324592
Calabria,females,20-64 ,total,2,2018,27.003582
Calabria,females,20-64 ,total,1,2018,23.485421
Calabria,females,20-64 ,total,4,2018,24.944111
Calabria,females,20-64 ,total,3,2018,22.883015
Calabria,females,20-64 ,total,1,2019,25.978548
Calabria,females,20-64 ,total,2,2019,25.037551
Calabria,females,20-64 ,total,4,2019,18.788889
Calabria,females,20-64 ,total,3,2019,20.805254
Calabria,females,20-64 ,total,2,2020,22.722113
Calabria,females,20-64 ,total,1,2020,27.832472
Calabria,females,20-64 ,total,3,2020,23.892092
Calabria,females,20-64 ,total,4,2020,16.626815
Calabria,females,20-64 ,total,1,2021,24.112043
Calabria,females,20-64 ,total,2,2021,20.625373
Calabria,females,20-64 ,total,3,2021,19.308701
Calabria,females,20-64 ,total,4,2021,17.981416
Calabria,females,20-64 ,total,1,2022,14.684875
Calabria,females,20-64 ,total,2,2022,18.010321
Calabria,females,20-64 ,total,3,2022,17.334851
Calabria,females,20-64 ,total,4,2022,17.686858
Lazio,total,20-64 ,total,2,2018,11.784306
Lazio,total,20-64 ,total,1,2018,11.535778
Lazio,total,20-64 ,total,4,2018,11.128488
Lazio,total,20-64 ,total,3,2018,9.632465
Lazio,total,20-64 ,total,1,2019,11.439983
Lazio,total,20-64 ,total,2,2019,10.021555
Lazio,total,20-64 ,total,4,2019,10.037879
Lazio,total,20-64 ,total,3,2019,8.051742
Lazio,total,20-64 ,total,2,2020,6.693985
